ticid,observe_kpf,observe_neid,toi,tess_mag,num_pc,ra,dec,epoch,period,planet_radius,planet_insolation,planet_eqtemp,stellar_distance,stellar_teff,stellar_logg,stellar_radius,mass,mh,v_mag,vsini,t_sec_kpf
364431259,False,False,3445.01,12.8311,1,244.138351,-41.073966,2459382.378,2.9866836,15.0254,282.578,1142.0,353.696,4790.0,4.14,1.24,0.77,,14.03600025,1.637586346,497
201658484,False,False,6787.01,11.8193,1,288.702162,-54.242515,2460146.921,2.9588636,16.201,1385.73,1699.0,644.937,6405.0,4.07,1.74,1.29,,12.22999954,8.561352007,498
278540265,False,False,4289.01,12.0021,1,121.188359,-82.065763,2459385.628,2.9757428,18.7018,1810.83,1817.0,610.604,6025.0,3.81,2.18,1.12,,13.06200027,5.634923406,596
433546897,False,False,3162.01,11.6387,1,190.402872,-65.797305,2460041.73,1.575525161,21.72846492,9281.79025,2503.385239,677.547,6560.0,3.89,2.197040081,1.36,,12.17399979,10.0,616
468178519,False,False,6660.01,12.0054,1,314.381155,-86.61053,2460097.764,2.985219264,17.04871221,1524.961718,1593.802431,522.201,6116.0,4.15621,1.483469963,1.15,,13.10000038,5.493207853,638
418471796,False,False,3136.01,12.7666,1,205.332577,-79.40995,2459388.272,2.6841894,21.16,719.556,1442.0,572.389,5914.0,4.33,1.17,1.08,,13.42099953,4.156696931,667
399195246,False,False,6619.01,12.6705,1,163.506946,-70.892253,2460092.28,1.6930171,16.2172,2086.88,1882.0,755.87,6010.0,4.05,1.64,1.11,,13.30500031,4.728305234,680
352147273,False,False,6225.01,13.104,1,0.485039,35.997774,2459867.416,8.555965,5.09342,4.00885,394.0,83.7373,3376.0,4.79,0.44,0.44118,,15.52299976,1.322993724,741
124895104,False,False,7186.01,12.4401,1,288.686,-11.382517,2460506.05,1.7024504,16.0263,2502.63,1970.0,756.615,6026.0,3.88,2.0,1.12,,13.25599957,5.641470353,742
303385111,False,False,4989.01,13.0413,1,256.799859,-64.547055,2459382.69,3.429078,21.1656,185.229,1027.0,936.608,5654.0,3.91,1.85,1.0,,13.77000046,4.126280552,771
360475034,False,False,3452.01,13.1151,1,188.770456,-73.129664,2459388.622,2.8372178,14.7827,4549.21,2287.0,1024.38,5604.0,3.73,2.24,0.99,,13.88500023,4.018333802,795
454876465,False,False,3126.01,13.2585,1,177.840549,-76.87837,2459386.794,1.8246123,18.0134,615.616,1387.0,693.951,5655.0,4.15,1.39,1.0,,14.08100033,3.046416612,826
279265701,False,False,4013.01,13.0217,1,25.79114,70.914425,2459740.947,2.6325313,15.2766,1493.24,1731.0,851.105,5407.0,3.64,2.42,0.94,,14.08699989,3.713779973,855
35652085,False,False,2997.01,12.3898,1,148.72505,-43.688471,2459989.324,2.206044147,18.00348871,4890.341228,2132.821649,884.499,6313.0,3.89,2.089849949,1.24,,12.99199963,8.529831648,897
193482096,False,False,3564.01,12.2617,1,305.940369,46.103142,2459820.105,4.087556342,19.99326419,1655.464029,1626.858148,737.575,6454.0,4.26,1.551579952,1.6,,12.77799988,9.269852919,903
234540647,False,False,6761.01,12.3837,1,251.015114,-47.714009,2460117.006,4.3430254,13.5998,2176.55,1902.0,590.613,6594.0,4.25,1.47,1.38,,12.61499977,10.0,920
122695048,False,False,3726.01,13.0789,1,77.298277,38.228572,2460290.432,4.840443088,17.70033201,366.5736704,1115.989392,491.622,5925.1,4.43,1.047420025,1.08,-0.377,13.86299992,4.217584472,924
332860211,False,False,2778.01,12.3409,1,84.626068,-9.83753,2459198.537,4.4445101,14.6892,347.285,1202.0,386.737,6288.0,4.42,1.14,1.23,,13.18400002,7.113983931,930
17457400,False,False,5371.01,13.3689,1,66.80026,20.774863,2459522.846,1.27615,14.5092,212.433,1063.0,324.08,4671.0,4.28,1.03,0.74,,14.69400024,1.56927181,931
161299119,False,False,3444.01,11.9642,1,241.287509,-46.565649,2459384.535,2.7188122,16.9807,708.483,1437.0,481.703,6531.0,4.23,1.48,1.35,,12.68599987,10.0,946
422554579,False,False,3929.01,13.2363,1,346.474955,67.188469,2459909.656,3.4608812,19.0253,672.096,1418.0,684.911,5695.0,4.08,1.52,1.01,,14.16399956,3.184318163,957
417047499,False,False,3523.01,12.1042,1,304.283458,42.906534,2459444.921,2.304583,16.9661,2500.98,1970.0,645.294,6562.0,4.18,1.58,1.36,,12.76299953,10.0,1015
221656234,False,False,5015.01,12.491,1,245.273071,-43.222686,2459384.648,2.4533968,16.1215,2024.13,1868.0,637.121,6333.0,4.07,1.7,1.25,,13.31900024,7.632949214,1169
314375831,False,False,3955.01,12.402,1,346.156393,56.731648,2460396.978,3.127495067,17.69853033,1481.461049,1582.312682,591.045,6457.0,4.25,1.413210034,1.31,,13.09899998,9.315410797,1199
437215469,False,False,3400.01,12.6659,1,123.624724,-19.590655,2459252.997,3.8036198,22.1057,1174.87,1631.0,913.915,6464.0,4.14,1.61,1.31,,13.10200024,9.422727837,1221
373816781,False,False,5871.01,12.7966,1,320.850391,39.813037,2459822.282,1.343636,18.3699,2519.68,1973.0,581.579,6339.0,4.45,1.1,1.25,,13.37899971,7.705557919,1252
62501513,False,False,7290.01,12.4646,1,318.927621,51.246027,2460581.584,3.776966,18.6742,1698.56,1788.0,720.361,6446.0,3.97,1.96,1.31,,13.16699982,10.0,1393
260962960,False,False,3703.01,12.3653,1,76.092396,44.334107,2460286.818,3.890133548,19.04947363,2845.137593,1862.711381,786.966,6530.0,3.87,2.23706007,1.35,,13.17000008,10.0,1459
387527174,False,False,7438.01,13.48,1,312.279803,71.381781,2460661.882,1.1253333,18.1986,3420.01,2130.0,887.927,5972.0,4.03,1.68,1.1,,14.39999962,4.489505976,1755
274545328,False,False,3767.01,13.4784,1,69.488129,52.71623,2460287.763,2.390775139,21.86066413,2835.627501,1861.152862,760.803,5382.0,3.76,2.09890008,0.93,,14.92500019,3.68580589,1856
448688668,False,False,3134.01,13.3397,1,212.675539,-66.457671,2458649.589,2.2308431,22.6165,1903.91,1840.0,1245.7,6386.0,3.88,2.14,1.28,,14.06700039,9.715898739,2283
431899136,False,False,6881.01,12.7034,1,56.22842,45.507976,2459934.874,1.9769396,15.8982,2535.55,1976.0,775.775,6440.5,4.12,1.65,1.3,0.0712063,13.85200024,9.068025691,2334
353960022,False,False,6051.01,13.4593,1,62.377542,47.556648,2459913.022,3.920091923,22.59418863,1241.175166,1513.833177,915.507,6574.32,4.23875,1.472380042,1.37,-0.241,14.31099987,10.0,3338
